174.59603410244293,175.71502441850296,165.92167156236687,1
173.88214606007156,175.74170802134964,166.20062413215052,1
174.49003535263844,175.7852493688062,165.61896855360445,1
174.25374286217263,176.01027186313416,166.26298598935838,1
174.46761872940135,175.8661724490951,167.4011349033,1
174.40602958084267,176.43044382215092,166.0985175999807,1
172.8533230174517,175.71517605294918,166.0670037893882,1
173.70381313250263,174.03521241395424,162.39515776021602,1
173.45283332102963,174.45840913506618,162.19925095263324,1
174.4612372446528,175.39538991987712,161.76118414422788,1
174.83562958777904,176.05739074017325,161.76625953474655,1
174.60846019168,176.32028187018963,159.0831525569294,1
173.6419994344921,176.98259840394857,158.27248287883413,1
174.1093562994631,176.5704509657269,160.29395299008675,1
174.94971878164446,176.42613928427775,160.5397661730204,1
176.82891380313137,173.4774552503372,163.61043877155188,1
176.7322989345747,173.13858989789526,165.82049149731932,1
177.08750841987452,172.6546866570957,166.26893016873112,1
175.42159525869215,172.44924990427202,167.80252131857634,1
175.32590809255183,173.70302809914315,166.33605853258217,1
175.8562594616707,169.6571321209951,167.92849928933353,1
176.33768450510578,167.75800712099226,167.82039334541196,1
175.52102021346386,169.90188053558168,169.74906595061407,1
177.85163637961816,169.29198567757163,168.47482414473367,1
178.25199702804804,170.0005797790275,167.17950033859023,1
175.60631875832524,170.22865548195114,166.11350586924792,1
177.08184560690367,169.74095708693883,167.00432065017307,1
177.43695290332914,170.43142975641456,164.57771028838883,1
174.41611770134784,174.91621986501318,161.66047975625557,1
173.68862593369423,176.5083121628845,164.8908563140851,1
173.30194764106187,176.0672606315556,167.8651444650026,1
173.94534363388183,175.9822361068842,166.6341788437172,1
176.05555511270518,173.96906429168,173.72855736569446,1
175.78337326613072,174.48430109808064,173.03519290758965,1
175.66279565358965,173.83306940540552,172.96418494141597,1
175.3029785687731,173.90642001468893,172.41585631200752,1
175.40876354091714,174.01344032969533,171.82077571612956,1
175.3122095953045,173.2838473301025,172.03577373015221,1
175.65109058370683,173.628108183885,172.50671834220438,1
179.03219920543953,171.43286967469385,172.69425824829236,1
174.19399719161277,178.25691647530343,170.19805210851965,1
174.53291079513093,176.30974672423818,169.8228600580155,1
175.04682168787568,174.91715011329103,168.67020570973295,1
173.90710728804532,175.40348504178664,166.84955177355695,1
172.66755854970913,174.96507415016146,166.8970423973838,1
174.0790390006002,174.68641018527316,166.74863505677612,1
